"model","data_gen","dataset_num","leg_deg","llik","aic","bic"
"model_Ycubic_tr100_legd2.RData","Ycubic",59,2,-36198.2323549688,72400.4647099376,72405.6750503095
"model_Ycubic_tr100_legd2.RData","Ycubic",60,2,-44782.5048673153,89569.0097346305,89574.2200750025
"model_Ycubic_tr100_legd2.RData","Ycubic",61,2,-58092.6260130885,116189.252026177,116194.462366549
"model_Ycubic_tr100_legd2.RData","Ycubic",62,2,-50568.3289900409,101140.657980082,101145.868320454
"model_Ycubic_tr100_legd2.RData","Ycubic",63,2,-52297.2087582365,104598.417516473,104603.627856845
"model_Ycubic_tr100_legd2.RData","Ycubic",64,2,-77249.2360278971,154502.472055794,154507.682396166
"model_Ycubic_tr100_legd2.RData","Ycubic",65,2,-67711.2028245567,135426.405649113,135431.615989485
"model_Ycubic_tr100_legd2.RData","Ycubic",66,2,-48156.2088800795,96316.4177601589,96321.6281005309
"model_Ycubic_tr100_legd2.RData","Ycubic",67,2,-47420.9732680844,94845.9465361688,94851.1568765408
"model_Ycubic_tr100_legd2.RData","Ycubic",68,2,-47303.3482063128,94610.6964126256,94615.9067529976
"model_Ycubic_tr100_legd2.RData","Ycubic",69,2,-68607.4525937645,137218.905187529,137224.115527901
"model_Ycubic_tr100_legd2.RData","Ycubic",70,2,-58127.7063871271,116259.412774254,116264.623114626
"model_Ycubic_tr100_legd2.RData","Ycubic",71,2,-49661.1872489482,99326.3744978964,99331.5848382683
"model_Ycubic_tr100_legd2.RData","Ycubic",72,2,-59965.5106691828,119935.021338366,119940.231678738
"model_Ycubic_tr100_legd2.RData","Ycubic",73,2,-39930.1383757268,79864.2767514535,79869.4870918255
"model_Ycubic_tr100_legd2.RData","Ycubic",74,2,-48507.8358220217,97019.6716440433,97024.8819844153
"model_Ycubic_tr100_legd2.RData","Ycubic",75,2,-49769.4828011651,99542.9656023303,99548.1759427023
"model_Ycubic_tr100_legd2.RData","Ycubic",76,2,-55451.2499195571,110906.499839114,110911.710179486
"model_Ycubic_tr100_legd2.RData","Ycubic",77,2,-54675.963995551,109355.927991102,109361.138331474
"model_Ycubic_tr100_legd2.RData","Ycubic",78,2,-61985.6849083881,123975.369816776,123980.580157148
"model_Ycubic_tr100_legd2.RData","Ycubic",79,2,-57814.1774178862,115632.354835772,115637.565176144
"model_Ycubic_tr100_legd2.RData","Ycubic",80,2,-53397.5883821623,106799.176764325,106804.387104697
"model_Ycubic_tr100_legd2.RData","Ycubic",81,2,-52672.0926018044,105348.185203609,105353.395543981
"model_Ycubic_tr100_legd2.RData","Ycubic",82,2,-69314.3225049924,138632.645009985,138637.855350357
"model_Ycubic_tr100_legd2.RData","Ycubic",83,2,-52029.5567777094,104063.113555419,104068.323895791
"model_Ycubic_tr100_legd2.RData","Ycubic",84,2,-57667.8231692737,115339.646338547,115344.856678919
"model_Ycubic_tr100_legd2.RData","Ycubic",85,2,-55814.4822840795,111632.964568159,111638.174908531
"model_Ycubic_tr100_legd2.RData","Ycubic",86,2,-92686.341648601,185376.683297202,185381.893637574
"model_Ycubic_tr100_legd2.RData","Ycubic",87,2,-39801.6942517329,79607.3885034658,79612.5988438378
"model_Ycubic_tr100_legd2.RData","Ycubic",88,2,-52136.4564420982,104276.912884196,104282.123224568
"model_Ycubic_tr100_legd2.RData","Ycubic",89,2,-56273.2209293528,112550.441858706,112555.652199078
"model_Ycubic_tr100_legd2.RData","Ycubic",90,2,-49284.2213990097,98572.4427980194,98577.6531383913
"model_Ycubic_tr100_legd2.RData","Ycubic",91,2,-49377.9095931622,98759.8191863244,98765.0295266963
"model_Ycubic_tr100_legd2.RData","Ycubic",92,2,-44675.7160548271,89355.4321096542,89360.6424500262
"model_Ycubic_tr100_legd2.RData","Ycubic",93,2,-54867.4051938567,109738.810387713,109744.020728085
"model_Ycubic_tr100_legd2.RData","Ycubic",94,2,-70675.5038677671,141355.007735534,141360.218075906
"model_Ycubic_tr100_legd2.RData","Ycubic",95,2,-56149.4895162426,112302.979032485,112308.189372857
"model_Ycubic_tr100_legd2.RData","Ycubic",96,2,-49820.1714538871,99644.3429077742,99649.5532481462
"model_Ycubic_tr100_legd2.RData","Ycubic",97,2,-55497.7079597481,110999.415919496,111004.626259868
"model_Ycubic_tr100_legd2.RData","Ycubic",98,2,-68629.9852938573,137263.970587715,137269.180928087
"model_Ycubic_tr100_legd2.RData","Ycubic",99,2,-67483.6075483009,134971.215096602,134976.425436974
"model_Ycubic_tr100_legd2.RData","Ycubic",100,2,-59064.9915007376,118133.983001475,118139.193341847
"model_Ycubic_tr100_legd3.RData","Ycubic",1,3,-45101.0414141719,90208.0828283439,90215.8983389019
"model_Ycubic_tr100_legd3.RData","Ycubic",2,3,-42569.1436883073,85144.2873766145,85152.1028871725
"model_Ycubic_tr100_legd3.RData","Ycubic",3,3,-42446.1393500005,84898.278700001,84906.0942105589
"model_Ycubic_tr100_legd3.RData","Ycubic",4,3,-48859.6831858251,97725.3663716501,97733.1818822081
"model_Ycubic_tr100_legd3.RData","Ycubic",5,3,-42324.9413076962,84655.8826153925,84663.6981259504
"model_Ycubic_tr100_legd3.RData","Ycubic",6,3,-48779.8507080233,97565.7014160467,97573.5169266047
"model_Ycubic_tr100_legd3.RData","Ycubic",7,3,-54475.3042072595,108956.608414519,108964.423925077
"model_Ycubic_tr100_legd3.RData","Ycubic",8,3,-51461.7689021327,102929.537804265,102937.353314823
"model_Ycubic_tr100_legd3.RData","Ycubic",9,3,-55049.1506273041,110104.301254608,110112.116765166
"model_Ycubic_tr100_legd3.RData","Ycubic",10,3,-45738.4596440103,91482.9192880206,91490.7347985786
"model_Ycubic_tr100_legd3.RData","Ycubic",11,3,-47728.9495097259,95463.8990194518,95471.7145300098
"model_Ycubic_tr100_legd3.RData","Ycubic",12,3,-44025.9440688181,88057.8881376362,88065.7036481942
"model_Ycubic_tr100_legd3.RData","Ycubic",13,3,-47570.9578250344,95147.9156500689,95155.7311606268
"model_Ycubic_tr100_legd3.RData","Ycubic",14,3,-40640.5154314716,81287.0308629432,81294.8463735011
"model_Ycubic_tr100_legd3.RData","Ycubic",15,3,-55615.927844572,111237.855689144,111245.671199702
"model_Ycubic_tr100_legd3.RData","Ycubic",16,3,-54317.7546154766,108641.509230953,108649.324741511
"model_Ycubic_tr100_legd3.RData","Ycubic",17,3,-45524.5962957105,91055.1925914211,91063.008101979
"model_Ycubic_tr100_legd3.RData","Ycubic",18,3,-38641.6406009925,77289.281201985,77297.096712543
"model_Ycubic_tr100_legd3.RData","Ycubic",19,3,-41664.3358656051,83334.6717312102,83342.4872417682
"model_Ycubic_tr100_legd3.RData","Ycubic",20,3,-35846.4630270208,71698.9260540416,71706.7415645995
"model_Ycubic_tr100_legd3.RData","Ycubic",21,3,-37260.9597085092,74527.9194170184,74535.7349275764
"model_Ycubic_tr100_legd3.RData","Ycubic",22,3,-37830.3553706847,75666.7107413694,75674.5262519274
"model_Ycubic_tr100_legd3.RData","Ycubic",23,3,-69097.7315030899,138201.46300618,138209.278516738
"model_Ycubic_tr100_legd3.RData","Ycubic",24,3,-58549.9890635802,117105.97812716,117113.793637718
"model_Ycubic_tr100_legd3.RData","Ycubic",25,3,-64779.8293721126,129565.658744225,129573.474254783
"model_Ycubic_tr100_legd3.RData","Ycubic",26,3,-34224.9253879632,68455.8507759265,68463.6662864844
"model_Ycubic_tr100_legd3.RData","Ycubic",27,3,-47816.7725645004,95639.5451290007,95647.3606395587
"model_Ycubic_tr100_legd3.RData","Ycubic",28,3,-43889.0379186724,87784.0758373449,87791.8913479028
"model_Ycubic_tr100_legd3.RData","Ycubic",29,3,-45995.8710035815,91997.742007163,92005.5575177209
"model_Ycubic_tr100_legd3.RData","Ycubic",30,3,-47464.5430512813,94935.0861025626,94942.9016131206
"model_Ycubic_tr100_legd3.RData","Ycubic",31,3,-49064.9270302955,98135.8540605911,98143.6695711491
"model_Ycubic_tr100_legd3.RData","Ycubic",32,3,-51633.3489771997,103272.697954399,103280.513464957
"model_Ycubic_tr100_legd3.RData","Ycubic",33,3,-48901.5503862147,97809.1007724294,97816.9162829873
"model_Ycubic_tr100_legd3.RData","Ycubic",34,3,-52268.1176914442,104542.235382888,104550.050893446
"model_Ycubic_tr100_legd3.RData","Ycubic",35,3,-50139.5384907767,100285.076981553,100292.892492111
"model_Ycubic_tr100_legd3.RData","Ycubic",36,3,-45019.9172659708,90045.8345319416,90053.6500424995
"model_Ycubic_tr100_legd3.RData","Ycubic",37,3,-51604.432994549,103214.865989098,103222.681499656
"model_Ycubic_tr100_legd3.RData","Ycubic",38,3,-36445.9913056828,72897.9826113656,72905.7981219236
"model_Ycubic_tr100_legd3.RData","Ycubic",39,3,-43453.3527960618,86912.7055921235,86920.5211026815
"model_Ycubic_tr100_legd3.RData","Ycubic",40,3,-46810.3028093237,93626.6056186474,93634.4211292054
"model_Ycubic_tr100_legd3.RData","Ycubic",41,3,-35908.4468819851,71822.8937639701,71830.7092745281
"model_Ycubic_tr100_legd3.RData","Ycubic",42,3,-50396.2299313198,100798.45986264,100806.275373198
"model_Ycubic_tr100_legd3.RData","Ycubic",43,3,-39834.1436055929,79674.2872111859,79682.1027217439
"model_Ycubic_tr100_legd3.RData","Ycubic",44,3,-49585.2637826798,99176.5275653597,99184.3430759176
"model_Ycubic_tr100_legd3.RData","Ycubic",45,3,-49524.7373690371,99055.4747380743,99063.2902486322
"model_Ycubic_tr100_legd3.RData","Ycubic",46,3,-55672.9071516738,111351.814303348,111359.629813906
"model_Ycubic_tr100_legd3.RData","Ycubic",47,3,-44203.0778862384,88412.1557724768,88419.9712830348
"model_Ycubic_tr100_legd3.RData","Ycubic",48,3,-51646.077814824,103298.155629648,103305.971140206
"model_Ycubic_tr100_legd3.RData","Ycubic",49,3,-37901.9892076755,75809.978415351,75817.793925909
"model_Ycubic_tr100_legd3.RData","Ycubic",50,3,-47696.5177732788,95399.0355465576,95406.8510571156
"model_Ycubic_tr100_legd3.RData","Ycubic",51,3,-61164.7213103544,122335.442620709,122343.258131267
"model_Ycubic_tr100_legd3.RData","Ycubic",52,3,-48569.0671245026,97144.1342490051,97151.9497595631
"model_Ycubic_tr100_legd3.RData","Ycubic",53,3,-49702.2065103248,99410.4130206497,99418.2285312076
"model_Ycubic_tr100_legd3.RData","Ycubic",54,3,-38285.0915018262,76576.1830036523,76583.9985142103
"model_Ycubic_tr100_legd3.RData","Ycubic",55,3,-35649.8418062464,71305.6836124928,71313.4991230507
"model_Ycubic_tr100_legd3.RData","Ycubic",56,3,-45862.8642540875,91731.7285081749,91739.5440187329
"model_Ycubic_tr100_legd3.RData","Ycubic",57,3,-41192.4137877143,82390.8275754286,82398.6430859865
"model_Ycubic_tr100_legd3.RData","Ycubic",58,3,-44308.0693076623,88622.1386153246,88629.9541258826
"model_Ycubic_tr100_legd3.RData","Ycubic",59,3,-35054.5899804093,70115.1799608186,70122.9954713766
"model_Ycubic_tr100_legd3.RData","Ycubic",60,3,-42761.6809153522,85529.3618307044,85537.1773412623
"model_Ycubic_tr100_legd3.RData","Ycubic",61,3,-57729.6784746163,115465.356949233,115473.172459791
"model_Ycubic_tr100_legd3.RData","Ycubic",62,3,-48337.5295604268,96681.0591208535,96688.8746314115
"model_Ycubic_tr100_legd3.RData","Ycubic",63,3,-45928.6115762688,91863.2231525375,91871.0386630955
"model_Ycubic_tr100_legd3.RData","Ycubic",64,3,-57461.0999572859,114928.199914572,114936.01542513
"model_Ycubic_tr100_legd3.RData","Ycubic",65,3,-51582.3017715388,103170.603543078,103178.419053636
"model_Ycubic_tr100_legd3.RData","Ycubic",66,3,-47773.7389604113,95553.4779208226,95561.2934313805
"model_Ycubic_tr100_legd3.RData","Ycubic",67,3,-42212.2865386153,84430.5730772307,84438.3885877886
"model_Ycubic_tr100_legd3.RData","Ycubic",68,3,-40074.7179336066,80155.4358672132,80163.2513777712
"model_Ycubic_tr100_legd3.RData","Ycubic",69,3,-62775.0682448426,125556.136489685,125563.952000243
"model_Ycubic_tr100_legd3.RData","Ycubic",70,3,-57335.5379796311,114677.075959262,114684.89146982
"model_Ycubic_tr100_legd3.RData","Ycubic",71,3,-44254.5257461208,88515.0514922417,88522.8670027997
"model_Ycubic_tr100_legd3.RData","Ycubic",72,3,-57134.2106057675,114274.421211535,114282.236722093
"model_Ycubic_tr100_legd3.RData","Ycubic",73,3,-39871.7830816258,79749.5661632515,79757.3816738095
"model_Ycubic_tr100_legd3.RData","Ycubic",74,3,-48199.4006950287,96404.8013900575,96412.6169006154
"model_Ycubic_tr100_legd3.RData","Ycubic",75,3,-49451.7703002653,98909.5406005305,98917.3561110885
"model_Ycubic_tr100_legd3.RData","Ycubic",76,3,-48096.4324547612,96198.8649095225,96206.6804200805
"model_Ycubic_tr100_legd3.RData","Ycubic",77,3,-39261.2003659846,78528.4007319693,78536.2162425272
"model_Ycubic_tr100_legd3.RData","Ycubic",78,3,-49586.4342144122,99178.8684288245,99186.6839393825
"model_Ycubic_tr100_legd3.RData","Ycubic",79,3,-54860.2488686805,109726.497737361,109734.313247919
"model_Ycubic_tr100_legd3.RData","Ycubic",80,3,-51077.5330124627,102161.066024925,102168.881535483
"model_Ycubic_tr100_legd3.RData","Ycubic",81,3,-44163.7821069373,88333.5642138746,88341.3797244326
"model_Ycubic_tr100_legd3.RData","Ycubic",82,3,-57058.5776882431,114123.155376486,114130.970887044
"model_Ycubic_tr100_legd3.RData","Ycubic",83,3,-46650.5890689776,93307.1781379552,93314.9936485132
"model_Ycubic_tr100_legd3.RData","Ycubic",84,3,-57370.2259087603,114746.451817521,114754.267328079
"model_Ycubic_tr100_legd3.RData","Ycubic",85,3,-43428.8399251209,86863.6798502419,86871.4953607999
"model_Ycubic_tr100_legd3.RData","Ycubic",86,3,-52150.7487308901,104307.49746178,104315.312972338
"model_Ycubic_tr100_legd3.RData","Ycubic",87,3,-37869.4516664097,75744.9033328193,75752.7188433773
"model_Ycubic_tr100_legd3.RData","Ycubic",88,3,-38732.4000123275,77470.8000246549,77478.6155352129
"model_Ycubic_tr100_legd3.RData","Ycubic",89,3,-56085.464778115,112176.92955623,112184.745066788
"model_Ycubic_tr100_legd3.RData","Ycubic",90,3,-44250.9011478965,88507.8022957931,88515.617806351
"model_Ycubic_tr100_legd3.RData","Ycubic",91,3,-44837.3034641032,89680.6069282065,89688.4224387644
"model_Ycubic_tr100_legd3.RData","Ycubic",92,3,-39372.1842453241,78750.3684906483,78758.1840012062
"model_Ycubic_tr100_legd3.RData","Ycubic",93,3,-54858.9241431101,109723.84828622,109731.663796778
"model_Ycubic_tr100_legd3.RData","Ycubic",94,3,-46419.2717516165,92844.5435032329,92852.3590137909
"model_Ycubic_tr100_legd3.RData","Ycubic",95,3,-48240.7862526543,96487.5725053087,96495.3880158667
"model_Ycubic_tr100_legd3.RData","Ycubic",96,3,-45524.1600523775,91054.320104755,91062.1356153129
"model_Ycubic_tr100_legd3.RData","Ycubic",97,3,-51805.3334568201,103616.66691364,103624.482424198
"model_Ycubic_tr100_legd3.RData","Ycubic",98,3,-36217.0602212729,72440.1204425459,72447.9359531038
"model_Ycubic_tr100_legd3.RData","Ycubic",99,3,-51161.1559736681,102328.311947336,102336.127457894
"model_Ycubic_tr100_legd3.RData","Ycubic",100,3,-56528.0380353841,113062.076070768,113069.891581326
"model_Ycubic_tr100_legd4.RData","Ycubic",1,4,-44969.4443131469,89946.8886262939,89957.3093070378
"model_Ycubic_tr100_legd4.RData","Ycubic",2,4,-41790.4030566224,83588.8061132449,83599.2267939888
"model_Ycubic_tr100_legd4.RData","Ycubic",3,4,-42438.6606132647,84885.3212265295,84895.7419072734
"model_Ycubic_tr100_legd4.RData","Ycubic",4,4,-48863.5195704492,97735.0391408983,97745.4598216423
"model_Ycubic_tr100_legd4.RData","Ycubic",5,4,-42239.8364044821,84487.6728089641,84498.0934897081
"model_Ycubic_tr100_legd4.RData","Ycubic",6,4,-48037.5692636179,96083.1385272358,96093.5592079798
"model_Ycubic_tr100_legd4.RData","Ycubic",7,4,-53477.3070101908,106962.614020382,106973.034701125
"model_Ycubic_tr100_legd4.RData","Ycubic",8,4,-49425.0298780832,98858.0597561665,98868.4804369104
"model_Ycubic_tr100_legd4.RData","Ycubic",9,4,-54222.1451528286,108452.290305657,108462.710986401
"model_Ycubic_tr100_legd4.RData","Ycubic",10,4,-45593.8107275922,91195.6214551844,91206.0421359283
"model_Ycubic_tr100_legd4.RData","Ycubic",11,4,-47488.7344595946,94985.4689191891,94995.8895999331
"model_Ycubic_tr100_legd4.RData","Ycubic",12,4,-42670.3251989027,85348.6503978054,85359.0710785493
"model_Ycubic_tr100_legd4.RData","Ycubic",13,4,-47341.403679795,94690.80735959,94701.2280403339
"model_Ycubic_tr100_legd4.RData","Ycubic",14,4,-40564.2780135034,81136.5560270069,81146.9767077508
"model_Ycubic_tr100_legd4.RData","Ycubic",15,4,-54239.4758398796,108486.951679759,108497.372360503
"model_Ycubic_tr100_legd4.RData","Ycubic",16,4,-54171.7343939114,108351.468787823,108361.889468567
"model_Ycubic_tr100_legd4.RData","Ycubic",17,4,-44904.5007725117,89817.0015450235,89827.4222257674
"model_Ycubic_tr100_legd4.RData","Ycubic",18,4,-37601.9106994901,75211.8213989803,75222.2420797242
"model_Ycubic_tr100_legd4.RData","Ycubic",19,4,-41060.5045537646,82129.0091075291,82139.4297882731
"model_Ycubic_tr100_legd4.RData","Ycubic",20,4,-34623.1377003839,69254.2754007678,69264.6960815118
"model_Ycubic_tr100_legd4.RData","Ycubic",21,4,-37171.0240715494,74350.0481430988,74360.4688238427
"model_Ycubic_tr100_legd4.RData","Ycubic",22,4,-35270.3820814961,70548.7641629921,70559.1848437361
"model_Ycubic_tr100_legd4.RData","Ycubic",23,4,-66244.8819386961,132497.763877392,132508.184558136
"model_Ycubic_tr100_legd4.RData","Ycubic",24,4,-58528.0760146137,117064.152029227,117074.572709971
"model_Ycubic_tr100_legd4.RData","Ycubic",25,4,-60676.831711113,121361.663422226,121372.08410297
"model_Ycubic_tr100_legd4.RData","Ycubic",26,4,-31804.4093744977,63616.8187489953,63627.2394297393
"model_Ycubic_tr100_legd4.RData","Ycubic",27,4,-47021.8490301378,94051.6980602756,94062.1187410195
"model_Ycubic_tr100_legd4.RData","Ycubic",28,4,-43884.6137290047,87777.2274580094,87787.6481387533
"model_Ycubic_tr100_legd4.RData","Ycubic",29,4,-45990.5382753023,91989.0765506046,91999.4972313485
"model_Ycubic_tr100_legd4.RData","Ycubic",30,4,-47442.7226453804,94893.4452907609,94903.8659715048
"model_Ycubic_tr100_legd4.RData","Ycubic",31,4,-48980.857375567,97969.7147511339,97980.1354318779
"model_Ycubic_tr100_legd4.RData","Ycubic",32,4,-50824.6544647907,101657.308929581,101667.729610325
"model_Ycubic_tr100_legd4.RData","Ycubic",33,4,-48894.8446388457,97797.6892776914,97808.1099584353
"model_Ycubic_tr100_legd4.RData","Ycubic",34,4,-49867.6966940012,99743.3933880024,99753.8140687463
"model_Ycubic_tr100_legd4.RData","Ycubic",35,4,-50031.265164058,100070.530328116,100080.95100886
"model_Ycubic_tr100_legd4.RData","Ycubic",36,4,-42886.4410872161,85780.8821744323,85791.3028551762
"model_Ycubic_tr100_legd4.RData","Ycubic",37,4,-50307.1063619331,100622.212723866,100632.63340461
"model_Ycubic_tr100_legd4.RData","Ycubic",38,4,-35169.0144004767,70346.0288009535,70356.4494816974
"model_Ycubic_tr100_legd4.RData","Ycubic",39,4,-43385.9866644412,86779.9733288825,86790.3940096264
"model_Ycubic_tr100_legd4.RData","Ycubic",40,4,-46814.1772420891,93636.3544841782,93646.7751649221
"model_Ycubic_tr100_legd4.RData","Ycubic",41,4,-35373.4719018391,70754.9438036782,70765.3644844222
"model_Ycubic_tr100_legd4.RData","Ycubic",42,4,-50363.622969508,100735.245939016,100745.66661976
"model_Ycubic_tr100_legd4.RData","Ycubic",43,4,-39686.2873987015,79380.5747974029,79390.9954781469
"model_Ycubic_tr100_legd4.RData","Ycubic",44,4,-49589.0392848015,99186.078569603,99196.499250347
"model_Ycubic_tr100_legd4.RData","Ycubic",45,4,-49404.4046928365,98816.809385673,98827.230066417
"model_Ycubic_tr100_legd4.RData","Ycubic",46,4,-55534.5456072054,111077.091214411,111087.511895155
"model_Ycubic_tr100_legd4.RData","Ycubic",47,4,-44025.2886501033,88058.5773002067,88068.9979809506
"model_Ycubic_tr100_legd4.RData","Ycubic",48,4,-51644.6700423312,103297.340084662,103307.760765406
"model_Ycubic_tr100_legd4.RData","Ycubic",49,4,-37644.0539046818,75296.1078093636,75306.5284901075
"model_Ycubic_tr100_legd4.RData","Ycubic",50,4,-47666.1545040832,95340.3090081663,95350.7296889103
"model_Ycubic_tr100_legd4.RData","Ycubic",51,4,-60017.0287580942,120042.057516188,120052.478196932
"model_Ycubic_tr100_legd4.RData","Ycubic",52,4,-47176.67871641,94361.35743282,94371.7781135639
"model_Ycubic_tr100_legd4.RData","Ycubic",53,4,-49564.2970576598,99136.5941153196,99147.0147960635
"model_Ycubic_tr100_legd4.RData","Ycubic",54,4,-38288.7742577242,76585.5485154484,76595.9691961923
